# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = bern_1_model
# start_datetime = 2022-03-06 21:08:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/3c/q2s2z4v92bx59zp2nvycr10c0000gn/T/tmpw192n7x9/1mtvm5gg.json
# init = 2 (Default)
# random
#   seed = 48145
# output
#   file = /Users/kamilbaradziej/PythonProjects/DataAnalytics/Lab1_Python_review/out/bern_1-20220306220808_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 1.2758
# Diagonal elements of inverse mass matrix:
# 0.266769
-11.1144,1,1.2758,2,3,0,11.1518,0.527407
-13.0271,0.554989,1.2758,2,3,0,13.3789,0.26815
-11.2315,1,1.2758,1,1,0,12.3098,0.433877
-11.1273,0.660186,1.2758,2,3,0,12.2635,0.466061
-11.0908,1,1.2758,1,3,0,11.1115,0.496182
-11.0905,1,1.2758,1,1,0,11.0907,0.497993
-11.2075,0.76309,1.2758,2,3,0,11.7292,0.560286
-11.1117,1,1.2758,1,1,0,11.1719,0.525813
-11.604,0.878844,1.2758,2,3,0,11.6048,0.624684
-11.1052,1,1.2758,1,1,0,11.3909,0.521515
-11.1092,0.998253,1.2758,1,1,0,11.1154,0.524264
-11.1582,0.979048,1.2758,1,1,0,11.1643,0.545952
-11.1243,1,1.2758,1,1,0,11.1564,0.532529
-11.1109,1,1.2758,2,3,0,11.1282,0.47466
-13.3209,0.355416,1.2758,2,3,0,14.3977,0.253363
-11.3512,1,1.2758,1,1,0,12.5722,0.410442
-11.3587,0.503214,1.2758,2,3,0,13.5512,0.409193
-11.2683,1,1.2758,2,3,0,11.3669,0.574167
-14.5861,0.443268,1.2758,1,3,0,15.0521,0.202507
-11.299,0.990617,1.2758,1,3,0,13.3227,0.419782
-11.1142,1,1.2758,1,1,0,11.2243,0.472707
-11.4808,0.864751,1.2758,2,3,0,11.6054,0.390875
-12.083,0.785408,1.2758,1,1,0,12.2047,0.329198
-12.083,0.694856,1.2758,1,1,0,13.0172,0.329198
-11.4031,1,1.2758,2,3,0,11.8973,0.402106
-11.1008,1,1.2758,1,1,0,11.2734,0.481964
-12.8863,0.60663,1.2758,1,3,0,12.9634,0.724207
-11.4969,1,1.2758,2,3,0,12.4281,0.611291
-11.1724,0.877847,1.2758,2,3,0,11.8493,0.449504
-11.3051,0.944913,1.2758,1,1,0,11.3335,0.418626
-12.8298,0.359933,1.2758,2,3,0,14.3251,0.278969
-11.6841,1,1.2758,1,1,0,12.5474,0.366278
-11.5824,1,1.2758,2,3,0,11.8409,0.377886
-11.0957,0.99339,1.2758,2,3,0,11.4074,0.512864
-11.4926,0.890629,1.2758,1,3,0,11.5084,0.389283
-11.1745,0.882699,1.2758,2,3,0,11.8337,0.551131
-11.0905,0.827561,1.2758,2,3,0,11.5882,0.501912
-11.8703,0.383096,1.2758,2,3,0,13.6045,0.652388
-11.3109,1,1.2758,2,3,0,11.7025,0.582457
-11.3109,0.216787,1.2758,1,3,0,14.0457,0.582457
-11.6922,0.814732,1.2758,2,3,0,12.0905,0.365402
-11.7954,0.988722,1.2758,2,3,0,11.8026,0.645227
-12.0625,0.966918,1.2758,2,3,0,12.3293,0.669131
-11.2236,0.82086,1.2758,2,3,0,12.6493,0.435737
-11.0979,1,1.2758,2,3,0,11.1701,0.484661
-11.105,0.880143,1.2758,2,3,0,11.373,0.478623
-11.1449,0.957423,1.2758,2,3,0,11.2273,0.541216
-11.0936,0.924351,1.2758,2,3,0,11.3136,0.489957
-11.0936,0.41578,1.2758,1,3,0,12.9502,0.489957
-11.656,0.821702,1.2758,2,3,0,11.7651,0.369365
-12.8923,0.623882,1.2758,1,1,0,13.0316,0.275457
-11.1623,1,1.2758,2,3,0,12.1833,0.452701
-11.1623,0.74247,1.2758,1,1,0,11.5835,0.452701
-11.307,0.940055,1.2758,1,1,0,11.3308,0.418282
-12.2491,0.68206,1.2758,1,1,0,12.2939,0.316398
-11.6096,1,1.2758,1,1,0,12.1634,0.374659
-11.2285,0.961274,1.2758,2,3,0,11.7731,0.434585
-11.3531,0.965916,1.2758,2,3,0,11.4603,0.589871
-11.3531,0.531862,1.2758,1,1,0,12.3536,0.589871
-11.7029,0.866114,1.2758,2,3,0,12.0237,0.36425
-11.2155,1,1.2758,1,1,0,11.5303,0.437702
-11.128,1,1.2758,1,1,0,11.1902,0.46572
-11.2563,0.941105,1.2758,2,3,0,11.3441,0.428356
-11.5129,0.897896,1.2758,1,1,0,11.5691,0.38659
-14.6895,0.309922,1.2758,1,1,0,14.7046,0.199043
-12.5898,1,1.2758,1,1,0,14.3344,0.29329
-12.9083,0.979596,1.2758,2,3,0,12.9314,0.725427
-11.0904,0.630592,1.2758,2,3,0,14.3176,0.499942
-11.4352,0.893841,1.2758,2,3,0,11.4778,0.397298
-11.1325,1,1.2758,1,1,0,11.3144,0.463738
-11.2508,0.950493,1.2758,1,1,0,11.2638,0.429555
-11.1988,1,1.2758,2,3,0,11.272,0.441983
-11.4196,0.477723,1.2758,2,3,0,13.2845,0.399602
-11.141,0.857799,1.2758,2,3,0,11.7994,0.539721
-11.2008,0.970704,1.2758,2,3,0,11.2702,0.441452
-11.3079,0.965578,1.2758,2,3,0,11.4077,0.581889
-11.9228,0.7768,1.2758,1,1,0,11.9815,0.65718
-11.1105,0.99348,1.2758,1,3,0,11.6183,0.474896
-12.7108,0.616593,1.2758,2,3,0,12.9578,0.714103
-11.9836,1,1.2758,2,3,0,12.777,0.337486
-12.1989,0.920764,1.2758,1,1,0,12.5424,0.320143
-11.6426,1,1.2758,2,3,0,12.316,0.629138
-12.3585,0.81794,1.2758,2,3,0,12.8518,0.308564
-11.1346,1,1.2758,1,1,0,11.8478,0.462881
-11.3457,0.908686,1.2758,2,3,0,11.4672,0.411374
-11.122,0.986251,1.2758,2,3,0,11.3477,0.468584
-11.423,0.925399,1.2758,2,3,0,11.4282,0.399097
-11.423,0.380522,1.2758,1,1,0,13.0142,0.399097
-11.1003,1,1.2758,2,3,0,11.2844,0.482412
-11.1003,0.353683,1.2758,1,3,0,13.3259,0.482412
-11.1235,0.989997,1.2758,1,1,0,11.1267,0.467865
-11.1044,0.996283,1.2758,2,3,0,11.1413,0.520945
-11.1044,0.816336,1.2758,1,3,0,11.5449,0.520945
-11.2918,0.922451,1.2758,1,1,0,11.2936,0.578852
-14.0365,0.343743,1.2758,1,1,0,14.0376,0.77752
-13.3679,1,1.2758,2,3,0,14.0215,0.251127
-11.7922,1,1.2758,2,3,0,12.9419,0.355098
-11.5439,0.449767,1.2758,2,3,0,14.8612,0.382615
-11.105,0.737878,1.2758,2,3,0,12.2758,0.521386
-11.5363,0.831413,1.2758,1,1,0,11.5366,0.616422
-11.9345,0.916072,1.2758,2,3,0,12.1964,0.341773
-11.6923,1,1.2758,2,3,0,12.0677,0.365382
-11.9142,0.659592,1.2758,2,3,0,13.2093,0.343586
-12.2466,0.880116,1.2758,1,1,0,12.552,0.31658
-11.8876,1,1.2758,1,1,0,12.4012,0.34601
-11.5499,1,1.2758,1,1,0,11.9179,0.381865
-11.1847,1,1.2758,2,3,0,11.4203,0.445851
-11.2155,0.986897,1.2758,1,1,0,11.2542,0.4377
-11.3493,0.944825,1.2758,1,1,0,11.3952,0.410775
-11.4153,0.972728,1.2758,1,1,0,11.5209,0.400246
-11.7684,0.903008,1.2758,2,3,0,12.0491,0.642535
-11.883,0.955637,1.2758,1,1,0,12.1539,0.653562
-11.0955,0.988503,1.2758,2,3,0,11.6188,0.487364
-11.5011,0.88544,1.2758,2,3,0,11.5298,0.611861
-11.2884,0.507551,1.2758,2,3,0,13.6498,0.578192
-12.02,0.74074,1.2758,1,1,0,12.0671,0.66561
-11.0909,0.983366,1.2758,2,3,0,11.7417,0.496048
-15.1953,0.27868,1.2758,1,3,0,15.3889,0.81677
-15.2925,0.975202,1.2758,1,1,0,16.6634,0.819609
-11.4556,0.976136,1.2758,2,3,0,13.8821,0.605624
-11.1224,1,1.2758,1,1,0,11.318,0.531625
-11.0939,1,1.2758,1,1,0,11.1108,0.510505
-11.1593,0.97207,1.2758,1,1,0,11.1596,0.546315
-11.1434,1,1.2758,2,3,0,11.1569,0.459364
-11.0938,0.82752,1.2758,2,3,0,11.5564,0.489583
-11.1675,0.863321,1.2758,2,3,0,11.4427,0.548981
-11.1775,0.998602,1.2758,2,3,0,11.1779,0.447961
-12.2826,0.632918,1.2758,1,1,0,12.2888,0.313953
-12.3668,0.969151,1.2758,1,1,0,12.8372,0.307989
-11.3815,1,1.2758,1,1,0,12.0383,0.405469
-11.2715,1,1.2758,1,1,0,11.4055,0.425182
-11.1027,1,1.2758,1,1,0,11.2003,0.480402
-11.2472,0.800147,1.2758,2,3,0,11.655,0.569679
-11.2924,0.981017,1.2758,1,1,0,11.3567,0.578957
-11.1545,1,1.2758,2,3,0,11.2544,0.544693
-11.8422,0.515942,1.2758,2,3,0,12.924,0.350254
-11.9878,0.94455,1.2758,1,1,0,12.2844,0.337126
-12.8522,0.725828,1.2758,1,1,0,13.1315,0.277699
-11.159,0.990309,1.2758,2,3,0,12.288,0.546219
-11.0946,1,1.2758,1,1,0,11.1316,0.511526
-11.3461,0.927817,1.2758,2,3,0,11.3602,0.411303
-11.2165,0.996097,1.2758,2,3,0,11.412,0.562534
-11.2704,0.977299,1.2758,1,1,0,11.3211,0.574584
-11.9676,0.750398,1.2758,1,1,0,12.01,0.66113
-12.6069,0.928928,1.2758,2,3,0,12.8986,0.292225
-12.2341,1,1.2758,2,3,0,12.8874,0.317508
-11.1068,0.994471,1.2758,1,3,0,11.8024,0.522642
-11.2006,0.679091,1.2758,2,3,0,12.0379,0.558496
-11.6124,0.840971,1.2758,1,1,0,11.6412,0.625676
-11.1433,0.561029,1.2758,2,3,0,13.2457,0.540623
-11.1605,0.992641,1.2758,1,1,0,11.1823,0.54671
-11.8756,0.740786,1.2758,1,1,0,11.8842,0.652879
-12.1783,0.889504,1.2758,1,1,0,12.4721,0.678293
-11.1411,1,1.2758,1,1,0,11.7458,0.539757
-11.2299,0.936896,1.2758,2,3,0,11.3596,0.434252
