# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 1
# model = bern_1_model
# start_datetime = 2022-03-06 21:08:08 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/3c/q2s2z4v92bx59zp2nvycr10c0000gn/T/tmpw192n7x9/1mtvm5gg.json
# init = 2 (Default)
# random
#   seed = 48145
# output
#   file = /Users/kamilbaradziej/PythonProjects/DataAnalytics/Lab1_Python_review/out/bern_1-20220306220808_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
# Adaptation terminated
# Step size = 0.855686
# Diagonal elements of inverse mass matrix:
# 0.286042
-11.1769,0.945126,0.855686,1,3,0,11.9207,0.448137
-11.2889,0.977161,0.855686,1,1,0,11.2903,0.421711
-11.1772,1,0.855686,2,3,0,11.2673,0.448056
-11.0937,0.903318,0.855686,2,3,0,11.9308,0.489715
-11.7217,0.869809,0.855686,1,3,0,11.9275,0.362268
-11.7217,0.909068,0.855686,1,1,0,12.1584,0.362268
-11.8451,0.992187,0.855686,2,3,0,11.9385,0.349976
-11.4853,1,0.855686,1,1,0,11.7892,0.390266
-11.0908,1,0.855686,2,3,0,11.4294,0.503931
-11.6822,0.676106,0.855686,2,3,0,13.772,0.633515
-12.9924,0.869645,0.855686,2,7,0,13.1161,0.27
-12.8176,1,0.855686,2,7,0,12.9678,0.720336
-11.8983,1,0.855686,2,3,0,12.6599,0.654964
-11.6808,1,0.855686,1,1,0,11.9218,0.633367
-11.8932,0.959977,0.855686,1,1,0,11.9595,0.654502
-12.2366,0.93812,0.855686,1,1,0,12.3129,0.682678
-11.1512,0.917869,0.855686,1,3,0,12.9485,0.456495
-11.0905,0.949847,0.855686,2,3,0,11.5344,0.502095
-11.351,0.939036,0.855686,1,3,0,11.4669,0.410481
-12.6045,0.456125,0.855686,3,7,0,16.9587,0.707626
-12.2106,1,0.855686,1,1,0,12.6511,0.68074
-12.1037,1,0.855686,1,1,0,12.3587,0.672465
-12.1037,0.853472,0.855686,1,1,0,12.8676,0.672465
-12.8237,0.879522,0.855686,1,1,0,12.8714,0.720685
-12.0589,1,0.855686,1,1,0,12.724,0.668838
-11.4783,1,0.855686,1,1,0,11.9468,0.608781
-12.3535,0.909323,0.855686,2,7,0,12.4261,0.308915
-12.6763,0.981626,0.855686,2,3,0,12.8317,0.28797
-11.9014,1,0.855686,1,1,0,12.5549,0.344749
-11.9751,0.998052,0.855686,2,7,0,11.9758,0.661781
-11.7088,1,0.855686,2,3,0,11.9849,0.636377
-12.0487,0.937291,0.855686,1,1,0,12.0968,0.668001
-12.0959,0.998769,0.855686,2,7,0,12.1032,0.328159
-12.5587,0.919949,0.855686,1,1,0,12.6445,0.295255
-11.3214,0.893892,0.855686,1,3,0,14.0513,0.584359
-11.0972,0.834282,0.855686,2,3,0,12.7177,0.514591
-11.1952,0.932453,0.855686,2,3,0,11.5955,0.442955
